Test_ID	Gene	Locus	GO_Term	ConstantCO2_LowpH	ConstantCO2_HighpH	pH7_LowCO2_2	pH7_MidCO2	pH7_HighCO2	pH8_LowCO2	pH8_MidCO2
XLOC_038697	EMIHUDRAFT_228782	KB864347:210785-212640	oxidation-reduction process	6.70413	6.554	6.0285	11.4996	12.1122	8.51531	9.5058
XLOC_038691	EMIHUDRAFT_111354	KB864347:174138-175960	DNA binding	61.9437	60.1952	56.5566	73.7568	74.4956	49.7059	52.5009
XLOC_038692	EMIHUDRAFT_111356	KB864347:177456-182613	integral component of membrane	4.34522	4.73971	4.69983	4.25399	4.73543	3.73812	4.45247
XLOC_037418	EMIHUDRAFT_467436	KB864255:159636-161556	None	15.0155	28.8698	16.8099	18.7442	20.67	20.3486	23.0119
XLOC_037416	EMIHUDRAFT_441006	KB864255:140315-143468	metallopeptidase activity	46.63	34.2404	37.9423	27.5732	41.9603	38.575	30.5685
XLOC_037415	EMIHUDRAFT_110861	KB864255:132856-137959	None	37.8265	41.614	39.2561	36.5529	37.4303	30.9659	40.4123
XLOC_037414	EMIHUDRAFT_110859	KB864255:124399-127035	nucleic acid binding	1.10412	2.84552	2.157	3.1925	3.72564	2.28488	3.22942
XLOC_037413	EMIHUDRAFT_79465	KB864255:120049-121513	None	7.79607	4.33074	11.186	18.8484	13.5215	17.3342	13.774
XLOC_038699	EMIHUDRAFT_111367	KB864347:219990-231090	ATP binding	2.37737	2.16823	2.96421	2.25322	2.16603	2.88515	1.92284
XLOC_037411	EMIHUDRAFT_110856	KB864255:95973-101941	mannosyltransferase activity	0.975245	0.582205	0.440025	0.604754	0.322913	0.454333	0.926636
XLOC_037410	EMIHUDRAFT_467432	KB864255:87888-90217	L-ascorbic acid binding	12.2357	7.84382	8.95098	6.21377	7.73235	7.96508	7.52934
XLOC_045822	EMIHUDRAFT_443025	KB864960:175856-177193	protein binding	6.01709	6.52708	7.29731	5.14965	6.27527	6.43916	5.48821
XLOC_045821	-	KB864960:169618-171615	None	68.553	62.439	57.2364	38.3131	46.4755	30.1268	52.8726
XLOC_045820	EMIHUDRAFT_468747	KB864960:142296-147067	None	3.53823	1.87265	2.79344	3.85859	3.37832	1.95342	3.72063
XLOC_040859	EMIHUDRAFT_456109	KB864536:192275-193676	None	2.11687	3.27029	2.65224	1.79343	1.53949	2.02418	3.25501
XLOC_040858	EMIHUDRAFT_230967	KB864536:188895-189592	None	10.3886	7.88606	15.8356	6.79404	6.90134	8.60066	8.51471
XLOC_045825	EMIHUDRAFT_443029	KB864960:185817-187390	None	106.908	42.6433	54.8597	89.3479	85.3633	40.4687	101.915
XLOC_045824	EMIHUDRAFT_457035	KB864960:178309-180296	calcium ion binding	0.365256	0.0223696	0.460415	0.14797	0.753749	0.0482058	0.0839684
XLOC_040855	EMIHUDRAFT_468023	KB864536:161082-163373	metabolic process	18.6217	11.8765	15.1616	7.32318	9.8727	8.75862	11.4005
XLOC_040857	EMIHUDRAFT_364592	KB864536:178134-179176	None	2.77104	3.46976	4.75612	2.00094	1.64941	2.25228	1.65799
XLOC_040856	-	KB864536:174230-177057	None	50.6634	45.1692	44.5371	43.0199	39.246	45.1961	49.3153
XLOC_040853	EMIHUDRAFT_230949	KB864536:144058-144612	None	3.19084	2.48937	3.01029	2.69446	1.70667	4.79813	1.94726
XLOC_040852	EMIHUDRAFT_441984,EMIHUDRAFT_456102	KB864536:133936-138998	None	7.14905	3.22211	3.95417	5.97867	5.07273	4.54137	6.77204
XLOC_032461	EMIHUDRAFT_360314	EMIHUscaffold_95:287941-291116	None	17.6047	21.121	14.3746	18.0196	20.008	18.4275	21.2882
XLOC_032460	EMIHUDRAFT_439197	EMIHUscaffold_95:284773-287182	None	10.0823	7.27729	10.9403	11.5753	10.9778	16.1038	10.3072
XLOC_032463	-	EMIHUscaffold_95:305888-308223	None	2.57822	1.99561	2.43395	4.76	5.84789	2.46098	3.47969
XLOC_032462	EMIHUDRAFT_221205	EMIHUscaffold_95:303084-305035	None	1.52059	1.61038	1.73629	1.40838	2.28556	1.59601	2.16631
XLOC_032465	EMIHUDRAFT_360320	EMIHUscaffold_95:318124-321004	None	1.3435	0.754665	1.64891	3.35129	2.03369	2.87067	1.90395
XLOC_032464	EMIHUDRAFT_221210	EMIHUscaffold_95:315982-317134	proteolysis	0.603753	0.680674	0.508701	0.449156	0.53229	0.55175	0.594962
XLOC_032467	EMIHUDRAFT_439209	EMIHUscaffold_95:323534-328966	primary metabolic process	10.8393	7.12761	7.93106	7.11157	7.19577	5.27166	7.56476
XLOC_032466	EMIHUDRAFT_439203	EMIHUscaffold_95:322053-323322	None	19.0618	14.5619	19.0797	14.3342	15.6877	15.4242	17.2848
XLOC_001962	EMIHUDRAFT_454228	EMIHUscaffold_104:280372-284544	None	9.46889	7.79115	7.01699	7.83244	8.16001	6.80567	7.88078
XLOC_001963	EMIHUDRAFT_108485	EMIHUscaffold_104:285512-286511	protein binding	10.6058	12.7468	16.5436	10.4458	10.2744	17.27	11.8903
XLOC_001960	EMIHUDRAFT_417346	EMIHUscaffold_104:266502-273884	None	1.07807	0.932446	0.645692	0.196239	0.345027	1.33295	0.481064
XLOC_001961	EMIHUDRAFT_222658	EMIHUscaffold_104:278119-279868	binding	6.01586	5.89219	5.65271	4.92055	4.36013	4.79959	3.90101
XLOC_001967	EMIHUDRAFT_439626	EMIHUscaffold_104:307327-308454	None	0.927249	1.11249	1.65558	3.98945	1.9006	1.79907	1.35106
XLOC_001964	-	EMIHUscaffold_104:294721-295795	None	46.152	49.3578	53.1585	73.8583	108.727	30.2616	80.8661
XLOC_001965	EMIHUDRAFT_222665	EMIHUscaffold_104:296296-297706	None	26.4529	21.1395	26.955	19.1188	21.0456	26.5702	22.1562
XLOC_030191	EMIHUDRAFT_219446	EMIHUscaffold_86:209033-210764	None	4.98649	2.01191	4.28846	4.13939	8.53432	2.44078	2.525
XLOC_030190	EMIHUDRAFT_438776	EMIHUscaffold_86:196438-198831	None	55.303	45.5272	40.3211	46.156	47.9788	51.5683	53.6796
XLOC_030194	EMIHUDRAFT_465924	EMIHUscaffold_86:240953-242433	None	0.260623	0.10179	0.38023	0.335645	0.212941	0.218185	0.0476406
XLOC_030199	EMIHUDRAFT_438786	EMIHUscaffold_86:293120-294865	None	1.51368	1.75563	1.63566	1.53392	1.45098	1.46857	1.63149
XLOC_030198	EMIHUDRAFT_438784	EMIHUscaffold_86:284373-285791	None	5.23928	3.17501	4.82476	9.27481	5.07984	8.36855	6.16768
XLOC_008718	EMIHUDRAFT_367776	EMIHUscaffold_277:1846-5416	None	0.10056	0.148558	0.160553	0.243361	0.205941	0.122524	0.233409
XLOC_043502	EMIHUDRAFT_63804	KB864748:841259-842262	integral component of membrane	12.1912	11.7399	9.61638	11.0826	10.8892	9.33693	11.6859
XLOC_043503	EMIHUDRAFT_353084	KB864748:847058-847692	None	3.76739	1.22061	3.81791	2.48206	2.45973	2.78435	1.38296
XLOC_008710	EMIHUDRAFT_116053	EMIHUscaffold_277:67388-70557	None	3.77087	4.05508	4.83744	2.61806	3.39528	3.29417	3.33127
XLOC_008711	EMIHUDRAFT_469373	EMIHUscaffold_277:75092-80460	protein phosphorylation	1.23389	1.65287	1.2448	0.777963	1.13824	1.28918	1.21084
XLOC_043506	EMIHUDRAFT_434541	KB864748:858273-865468	binding	21.1732	21.2557	18.7657	23.1983	23.1183	23.6293	24.286
XLOC_008714	EMIHUDRAFT_457825	EMIHUscaffold_277:121499-123407	None	3.33487	5.0492	5.23063	3.02094	2.27946	4.44752	3.54872
XLOC_043505	EMIHUDRAFT_449772	KB864748:853523-855054	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amidines	2.72332	2.80511	3.14488	3.49089	3.03382	3.51423	4.16091
XLOC_026658	EMIHUDRAFT_465455	EMIHUscaffold_71:263631-266918	ribonuclease III activity	2.91406	2.16078	1.95986	1.89571	2.61708	2.60735	2.5083
XLOC_026657	EMIHUDRAFT_105736	EMIHUscaffold_71:260618-262244	plasma membrane	1.29899	1.33496	1.27789	1.47026	0.854901	1.2537	1.5921
XLOC_026656	PSBO_2	EMIHUscaffold_71:250726-253867	None	137.439	200.132	136.71	88.3892	95.5758	102.482	110.991
XLOC_026654	EMIHUDRAFT_452938	EMIHUscaffold_71:233259-236992	L-ascorbic acid binding	0.860307	0.70119	0.714646	0.705219	0.625862	0.978728	0.639124
XLOC_026653	EMIHUDRAFT_105728	EMIHUscaffold_71:227340-229203	None	0.0235274	0.115262	0.0646975	0.101651	0.155327	0.182127	0.0432632
XLOC_026652	EMIHUDRAFT_216824	EMIHUscaffold_71:214424-217307	protein binding	0.384669	0.895843	0.710912	0.837568	0.823389	0.779304	0.742535
XLOC_026650	EMIHUDRAFT_216822	EMIHUscaffold_71:211891-212557	None	1.00295	0.162595	0.454645	2.22678	1.08081	0.635341	0.0758952
XLOC_035118	-	KB864120:325099-326559	None	2.64426	1.5212	1.49283	1.758	2.2343	1.66149	1.35427
XLOC_038348	DAHPS	KB864346:59740-63199	None	146.585	190.879	110.244	150.024	142.23	128.796	164.201
XLOC_038346	EMIHUDRAFT_460608	KB864345:6489-9857	None	4.04765	5.00074	3.91979	5.24729	3.70522	5.19658	5.4866
XLOC_035111	EMIHUDRAFT_56495	KB864120:277284-277959	protein phosphorylation	0.574041	0.319128	0.446213	0.0874247	0.331572	0.340185	0.446942
XLOC_035112	EMIHUDRAFT_225872	KB864120:283501-284509	None	21.2895	7.21604	9.14837	7.91542	10.2136	3.64107	16.367
XLOC_035114	EMIHUDRAFT_440464	KB864120:296858-298591	None	13.8072	11.2534	12.5866	7.14295	9.57208	9.45783	11.1439
XLOC_035115	EMIHUDRAFT_225882	KB864120:298889-305445	None	1.81845	2.95983	1.88897	2.8742	2.56023	1.83334	2.9095
XLOC_038340	EMIHUDRAFT_252920	KB864342:8159-9552	None	0.520645	1.12771	1.32611	1.04119	0.977393	0.755806	0.681905
XLOC_013831	EMIHUDRAFT_208884	EMIHUscaffold_36:647298-649005	None	7.19175	9.17528	7.42013	8.91245	10.2527	7.35228	8.81221
XLOC_013837	EMIHUDRAFT_208903	EMIHUscaffold_36:696203-701913	None	7.02496	6.81781	9.8532	17.985	9.6947	16.4876	9.77224
XLOC_013836	EMIHUDRAFT_436011	EMIHUscaffold_36:682999-686780	metal ion transport	4.15387	4.56076	4.33183	4.71817	3.58498	4.56712	4.16866
XLOC_013835	EMIHUDRAFT_451080	EMIHUscaffold_36:677397-681157	None	1.52122	1.65067	2.07369	1.65324	1.77977	2.00145	1.79993
XLOC_013834	EMIHUDRAFT_65557	EMIHUscaffold_36:675306-676317	None	0.203889	0.348437	0.325415	0.218873	0.166653	0.249008	0.326189
XLOC_013839	-	EMIHUscaffold_36:708248-708705	None	1.14668	3.07423	2.63419	2.36966	3.00635	1.06449	2.22737
XLOC_034445	EMIHUDRAFT_446957	KB864076:7609-8847	None	0.301227	0.257809	0.51637	0.770288	0.24736	0.342992	0.44873
XLOC_034447	-	KB864077:40-957	None	593.595	602.117	507.463	458.751	480.183	604.904	672.712
XLOC_034440	EMIHUDRAFT_252003	KB864075:161-1677	None	32.9997	22.2198	22.9286	34.9816	29.5727	22.6488	19.1568
XLOC_034442	-	KB864075:10794-12654	None	0.164989	0.0923756	0.172837	0.127291	0.136154	0.0497598	0.0650112
XLOC_034449	-	KB864077:7861-8994	None	3.84648	1.96881	2.09012	3.14968	3.26217	2.6566	2.09536
XLOC_034448	EMIHUDRAFT_122347	KB864077:6534-7128	None	7.99764	9.49083	10.1764	5.87271	7.22428	7.26797	6.52487
XLOC_033502	-	KB864021:4592-5278	None	3.52709	2.41814	4.21777	1.2824	2.46482	1.66358	2.18526
XLOC_002030	EMIHUDRAFT_222666	EMIHUscaffold_104:297995-300386	ATPase activity	26.1032	21.6367	28.979	19.5506	20.8135	17.1285	19.8162
XLOC_013784	EMIHUDRAFT_102015,EMIHUDRAFT_451041	EMIHUscaffold_36:332113-340163	None	4.26936	4.53247	5.7497	7.22778	7.07365	7.2491	4.50242
XLOC_013787	EMIHUDRAFT_208759	EMIHUscaffold_36:363903-367553	hydrolase activity, hydrolyzing O-glycosyl compounds	3.93781	3.30428	4.35311	6.42927	5.80174	5.47729	4.89711
XLOC_015379	-	EMIHUscaffold_3953:1-387	None	4.75429	3.76844	4.94949	6.00657	4.17197	4.68783	3.66485
XLOC_013780	EMIHUDRAFT_208734	EMIHUscaffold_36:300710-303991	None	1.0641	0.463306	0.853045	0.75411	1.37233	0.992579	1.01525
XLOC_034999	-	KB864111:320865-322506	None	0.314172	0.209485	0.292705	0.263803	0.205498	0.52487	0.285333
XLOC_013782	EMIHUDRAFT_463951	EMIHUscaffold_36:312241-316379	ATP binding	2.07665	1.90037	2.20687	2.62096	2.8332	2.15872	2.2151
XLOC_034997	EMIHUDRAFT_225757	KB864111:156709-303111	None	100.822	92.5732	105.12	96.2102	92.6964	117.997	115.688
XLOC_015373	EMIHUDRAFT_118369	EMIHUscaffold_395:56812-58210	methyltransferase activity	1.10966	1.66102	1.76209	1.51274	1.36923	1.1452	1.28786
XLOC_015370	EMIHUDRAFT_470219	EMIHUscaffold_395:35209-38789	lipid metabolic process	4.56687	2.58389	4.90513	10.4118	5.88954	6.07972	5.44276
XLOC_015376	-	EMIHUscaffold_395:26869-27647	None	1.55174	0.657529	0.674808	0.649426	0.657977	0.562198	0.922016
XLOC_013788	EMIHUDRAFT_435954,EMIHUDRAFT_435955	EMIHUscaffold_36:370066-374664	None	32.6587	37.9724	30.2586	29.8157	31.3335	38.4276	34.8686
XLOC_015374	EMIHUDRAFT_243677	EMIHUscaffold_395:65916-67062	None	0.991291	1.17109	1.1321	0.755402	0.779112	1.04075	1.02156
XLOC_015375	EMIHUDRAFT_369815	EMIHUscaffold_395:67188-67859	None	3.39061	2.73525	4.27426	2.82077	3.81091	5.03044	3.98074
XLOC_020719	EMIHUDRAFT_103579	EMIHUscaffold_51:468113-469746	lipid catabolic process	0.0823473	0.0402559	0.0752375	0.177187	0.101308	0.115279	0.0377172
XLOC_020716	EMIHUDRAFT_103576	EMIHUscaffold_51:447615-451539	None	3.8698	5.07201	4.06282	3.76522	2.83623	3.74622	3.01679
XLOC_020717	EMIHUDRAFT_212113	EMIHUscaffold_51:454914-455536	None	1.54814	1.34417	1.38542	1.29926	2.32105	1.67618	1.80166
XLOC_020711	EMIHUDRAFT_451861	EMIHUscaffold_51:398989-402555	None	28.5526	32.9884	27.9523	11.0566	14.4807	16.6346	22.5158
XLOC_039813	EMIHUDRAFT_449439	KB864456:611774-613517	cysteine-type endopeptidase activity	7.73208	6.7345	6.93255	10.7525	7.97313	10.3243	8.77731
XLOC_028542	EMIHUDRAFT_218459	EMIHUscaffold_79:269758-272473	None	1.46418	1.65034	2.16238	0.946699	0.793515	1.42414	1.42556
XLOC_028545	-	EMIHUscaffold_79:287974-289768	None	1.12296	2.38304	2.44936	2.71273	1.87339	2.08651	1.49855
XLOC_028544	EMIHUDRAFT_106542	EMIHUscaffold_79:282270-283197	None	0.912826	0.681446	0.734208	0.518458	0.61387	0.561634	0.637786
XLOC_028547	EMIHUDRAFT_218471	EMIHUscaffold_79:302511-309540	None	1.46828	3.04651	3.16702	1.79013	1.79044	3.09531	1.81991
XLOC_028546	-	EMIHUscaffold_79:296800-302163	None	8.20801	7.17763	6.89556	6.99677	6.61117	8.3655	6.1614
XLOC_028549	EMIHUDRAFT_218474,EMIHUDRAFT_218475	EMIHUscaffold_79:315594-318932	None	1.56798	1.47497	1.70155	2.12192	1.20334	1.61759	1.1848
XLOC_028548	EMIHUDRAFT_438567	EMIHUscaffold_79:311807-314365	None	13.4259	11.0787	14.2041	20.8539	15.4074	20.6052	16.7541
XLOC_022626	EMIHUDRAFT_213515	EMIHUscaffold_58:6959-7664	None	37.6069	34.4941	32.0599	10.2682	15.4934	17.707	16.7762
XLOC_022627	EMIHUDRAFT_213516	EMIHUscaffold_58:8147-12388	protein binding	13.2911	9.46677	8.83894	6.87757	8.77217	9.58748	9.44847
XLOC_029633	-	EMIHUscaffold_8255:690-1272	None	3.35982	2.96454	2.2079	1.18869	1.9626	1.8194	1.65797
XLOC_022622	EMIHUDRAFT_445986	EMIHUscaffold_579:17079-18946	metabolic process	124.101	148.975	118.342	64.2827	70.5734	80.9525	83.2095
XLOC_022623	-	EMIHUscaffold_5796:0-587	None	5.29951	4.17622	7.20995	5.07721	4.42221	4.79764	5.43981
XLOC_029636	EMIHUDRAFT_446487	EMIHUscaffold_826:7926-9943	aldehyde-lyase activity	82.2247	60.4849	74.9315	34.8746	44.1251	41.5514	47.7312
XLOC_022621	EMIHUDRAFT_247451	EMIHUscaffold_579:11941-14107	sequence-specific DNA binding transcription factor activity	1.31536	1.48973	1.00739	0.733983	1.28943	1.54141	1.49058
XLOC_029638	-	EMIHUscaffold_826:16100-16713	None	3.63599	3.25574	4.17399	5.9759	4.19441	5.8512	3.38602
XLOC_022628	EMIHUDRAFT_104208,EMIHUDRAFT_452182	EMIHUscaffold_58:13259-18630	None	1.43976	3.04987	1.90613	1.13947	1.50716	1.37394	1.66425
XLOC_022629	EMIHUDRAFT_104209	EMIHUscaffold_58:19944-22662	None	4.62347	4.67412	3.91902	4.23572	3.9363	3.37337	5.07589
XLOC_012370	EMIHUDRAFT_255356	EMIHUscaffold_3359:0-1275	None	1.70195	1.53873	1.02333	0.866945	1.21997	1.17321	1.60551
XLOC_039907	EMIHUDRAFT_434044	KB864456:322712-324253	transcription, DNA-templated	3.1839	5.77318	4.72318	7.4258	6.8362	4.30231	6.19194
XLOC_039906	EMIHUDRAFT_54553	KB864456:319689-321073	None	0.710839	0.396676	0.463089	0.218032	0.29053	0.354365	0.139258
XLOC_027292	EMIHUDRAFT_105940	EMIHUscaffold_73:137765-140361	protein binding	3.1553	2.9003	3.43855	3.53707	3.90987	3.62108	2.94248
XLOC_027293	EMIHUDRAFT_105942	EMIHUscaffold_73:146202-148521	zinc ion binding	1.81084	1.54982	1.27615	1.78723	1.456	1.74466	1.45251
XLOC_039903	EMIHUDRAFT_462609	KB864456:302868-306943	protein binding	0.0210562	0.0103319	0.0483674	0.0342154	0.0174561	0.0595079	0.0194121
XLOC_039902	EMIHUDRAFT_434036	KB864456:286738-289670	None	14.0039	12.8546	17.0361	22.6908	15.7486	26.9033	17.3352
XLOC_027296	EMIHUDRAFT_217267	EMIHUscaffold_73:175664-181018	None	7.11623	4.25978	4.52779	6.52519	6.15363	3.61004	7.3547
XLOC_039900	EMIHUDRAFT_55852	KB864456:266646-267999	oxidoreductase activity, acting on paired donors, with oxidation of a pair of donors resulting in the reduction of molecular oxygen to two molecules of water	2.82831	2.41216	2.8517	2.49942	2.71092	2.11795	2.261
XLOC_027298	EMIHUDRAFT_105952	EMIHUscaffold_73:198166-200976	None	0.362654	0.29587	0.304342	0.0651873	0.199051	0.275915	0.221978
XLOC_027299	EMIHUDRAFT_465519	EMIHUscaffold_73:203146-207665	None	0.570103	0.639737	0.756756	0.544345	0.636989	0.89104	0.349678
XLOC_039908	EMIHUDRAFT_449415	KB864456:336154-337882	None	3.35386	4.16309	3.58916	1.99012	2.17459	2.5928	3.48227
XLOC_045012	EMIHUDRAFT_234525,EMIHUDRAFT_234526	KB864886:140848-143660	None	3.469	6.10692	4.12444	6.85339	5.97186	6.2492	5.144
XLOC_021442	EMIHUDRAFT_66742	EMIHUscaffold_53:580503-638214	SUMO ligase activity	3.46701	5.1858	1.42619	1.16008	3.32029	2.25239	2.57134
XLOC_021441	EMIHUDRAFT_357019	EMIHUscaffold_53:580503-638214	protein binding	3.23387	4.18688	3.54439	4.68454	4.64993	4.38298	4.34752
XLOC_045011	EMIHUDRAFT_234523	KB864886:134255-137461	None	17.1999	6.87533	18.0829	46.9298	23.7968	38.0571	20.8256
XLOC_021447	EMIHUDRAFT_437142	EMIHUscaffold_53:641853-644852	oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor	0.0927181	0.158988	0.169987	0.0751167	0.0573933	0.163139	0.0639399
XLOC_021446	EMIHUDRAFT_212747	EMIHUscaffold_53:638555-639404	metal ion binding	0.150764	0.0733964	0.0684442	0.321926	0.122194	0.261107	0.137134
XLOC_021445	EMIHUDRAFT_103885	EMIHUscaffold_53:580503-638214	None	0.0524034	0.460489	0.286683	0.112473	0.214059	0.219333	0.287356
XLOC_045015	EMIHUDRAFT_424104	KB864886:176753-179779	DNA topoisomerase activity	2.54622	2.98777	2.2574	1.68927	2.03774	1.40001	1.79285
XLOC_017204	EMIHUDRAFT_244573	EMIHUscaffold_425:8412-20170	None	5.1631	4.76812	4.51307	2.52561	3.58479	3.66065	4.26284
XLOC_021449	EMIHUDRAFT_422058	EMIHUscaffold_53:664468-666515	None	21.8185	17.2563	19.7886	13.8737	13.1323	16.7968	14.6418
XLOC_017207	-	EMIHUscaffold_425:26459-27600	None	7.28986	6.89157	4.36715	8.00611	7.2711	7.78666	4.9217
XLOC_017201	EMIHUDRAFT_470353	EMIHUscaffold_425:55600-60317	zinc ion binding	1.14911	1.60159	1.55351	1.03154	1.22975	1.48289	1.226
XLOC_017203	EMIHUDRAFT_75898	EMIHUscaffold_425:5808-7056	identical protein binding	0.14918	0.072962	0.306894	0.281113	0.306296	0.287494	0.102575
XLOC_016551	EMIHUDRAFT_369953	EMIHUscaffold_406:24545-25862	None	0.139989	0.239701	0.16006	0.113113	0.172594	0.0490855	0.321006
XLOC_016556	EMIHUDRAFT_118535	EMIHUscaffold_406:48518-50607	None	0.418471	0.437125	0.281067	0.150519	0.137925	0.0588197	0.128134
XLOC_016555	EMIHUDRAFT_414247	EMIHUscaffold_406:41375-44554	fructose metabolic process	10.0925	8.58169	9.93956	10.8196	9.83244	11.0421	8.16553
XLOC_016558	-	EMIHUscaffold_406:61217-61758	None	6.72243	8.72404	5.8552	5.54784	6.83535	6.16431	6.16962
XLOC_023976	EMIHUDRAFT_452458	EMIHUscaffold_62:442523-446966	transferase activity, transferring glycosyl groups	1.11337	0.966109	0.786372	0.463499	0.60271	0.594337	0.775799
XLOC_023971	EMIHUDRAFT_104796	EMIHUscaffold_62:417503-425549	None	1.33693	1.57829	1.55347	1.52436	1.53112	1.82845	1.65582
XLOC_023973	EMIHUDRAFT_452457	EMIHUscaffold_62:434586-437570	protein binding	0.918118	1.52237	1.29472	0.915402	1.32106	1.34191	1.1688
XLOC_023979	EMIHUDRAFT_437644	EMIHUscaffold_62:475587-477152	None	13.9269	8.32859	17.3374	26.3233	15.3997	29.2237	19.3803
XLOC_023978	EMIHUDRAFT_357847	EMIHUscaffold_62:466720-469575	metal ion binding	10.4821	11.6973	24.3581	30.737	15.699	27.4684	16.6681
XLOC_017158	-	EMIHUscaffold_423:39805-40612	None	0.385556	0.626511	1.46159	0.412662	0.575107	0.803981	0.644425
XLOC_021195	EMIHUDRAFT_119773	EMIHUscaffold_526:39832-41591	transferase activity	1.31084	1.92057	1.59076	1.54314	2.03196	2.13458	2.04352
XLOC_021194	EMIHUDRAFT_119772	EMIHUscaffold_526:36260-36850	None	9.20086	9.60622	6.77998	12.001	8.29977	7.7612	7.64792
XLOC_021197	EMIHUDRAFT_459517	EMIHUscaffold_526:1665-4088	None	4.38633	7.91302	4.31967	4.83423	9.19713	2.87359	4.9566
XLOC_021198	EMIHUDRAFT_445811	EMIHUscaffold_526:11307-12903	extracellular ligand-gated ion channel activity	0.868549	0.548742	0.949442	0.96743	1.15425	1.83117	1.46695
XLOC_012308	EMIHUDRAFT_241526	EMIHUscaffold_334:64846-66280	phosphatase activity	0.579801	0.224726	0.418023	1.1042	0.185382	0.714288	0.418432
XLOC_012309	EMIHUDRAFT_469859	EMIHUscaffold_334:80108-82132	None	39.5608	21.204	30.7387	33.8111	36.7153	40.6423	34.5592
XLOC_025634	EMIHUDRAFT_124841	EMIHUscaffold_6813:34-1398	integral component of membrane	80.5249	65.9217	58.5188	48.0977	52.4495	42.153	56.8598
XLOC_025630	-	EMIHUscaffold_6805:1-815	None	3.49417	3.15923	2.89041	0.8841	1.65447	1.98758	1.67992
XLOC_025632	EMIHUDRAFT_371763	EMIHUscaffold_681:8431-9566	None	47.2183	24.2952	34.2001	28.2799	27.7227	29.9061	30.2159
XLOC_025633	EMIHUDRAFT_120657	EMIHUscaffold_681:12917-16380	solute:proton antiporter activity	0.619861	0.642062	1.06698	0.628315	0.569134	0.741205	1.03646
XLOC_017155	EMIHUDRAFT_118766	EMIHUscaffold_423:63020-64499	None	7.18507	7.39317	8.03296	5.47342	7.50049	6.05461	8.47711
XLOC_012300	-	EMIHUscaffold_3339:472-1491	None	16.4482	21.6219	16.3451	15.1523	17.9229	13.5672	14.2688
XLOC_036147	Lhcf58	KB864179:82125-263296	None	802.937	1444.44	830.103	843.957	697.222	784.254	796.618
XLOC_013003	EMIHUDRAFT_52587	EMIHUscaffold_349:84685-86700	nucleic acid binding	3.40068	6.59007	5.53869	9.02875	13.061	5.62848	9.60032
XLOC_019065	EMIHUDRAFT_459317	EMIHUscaffold_478:18344-21483	None	6.49772	6.63249	5.91118	4.50276	4.90746	4.58114	5.25102
XLOC_019062	EMIHUDRAFT_374187	EMIHUscaffold_4774:592-1506	None	8.74929	4.79349	9.09921	5.26757	4.33183	9.77115	5.38006
XLOC_019063	EMIHUDRAFT_256422	EMIHUscaffold_4779:0-903	binding	14.7947	14.6543	12.5888	13.9526	16.675	11.3292	16.7274
XLOC_019060	-	EMIHUscaffold_4773:0-439	None	3.88358	3.5877	3.03718	2.71197	3.0575	2.62273	3.47185
XLOC_019068	EMIHUDRAFT_459318	EMIHUscaffold_478:37164-38449	cell redox homeostasis	4.33133	3.8673	2.29541	1.15691	1.58148	3.10356	2.10258
XLOC_029240	-	EMIHUscaffold_80:7091-8812	None	132.496	123.062	112.383	103.55	79.6472	60.1698	144.766
XLOC_018335	EMIHUDRAFT_445497	EMIHUscaffold_458:20632-22366	None	0.144505	0.282742	0.231265	0.311285	0.178091	0.278584	0.298155
XLOC_018334	EMIHUDRAFT_445492	EMIHUscaffold_458:17641-18894	N-acetyltransferase activity	0.552952	0.898828	0.894825	1.1844	1.35099	1.0258	1.12091
XLOC_018337	EMIHUDRAFT_119159	EMIHUscaffold_458:7512-10732	None	0.0185765	0.0546375	0.0170433	0.0200875	0.0460704	0.0523707	0.153876
XLOC_018331	-	EMIHUscaffold_4578:1376-1697	None	2.16993	2.65577	5.68554	1.26394	0.702312	1.21035	1.35123
XLOC_018330	-	EMIHUscaffold_4570:0-763	None	0.207766	0.337405	0.188855	0.0740413	0.674998	0.43259	0.567662
XLOC_018332	EMIHUDRAFT_370488	EMIHUscaffold_458:32-960	None	21.8534	26.2306	21.3963	25.3674	29.2124	22.4166	25.271
XLOC_036141	EMIHUDRAFT_226543	KB864179:82125-263296	None	5.03805	14.2484	11.5238	6.79591	7.8161	5.56812	7.58449
XLOC_027908	-	EMIHUscaffold_756:9279-9604	None	0.300938	0.286625	0.789436	1.5359	1.36652	1.3735	0.788095
XLOC_027909	-	EMIHUscaffold_7565:208-1275	None	39.2679	33.3851	31.2069	33.3606	38.7793	32.6052	40.9751
XLOC_007035	EMIHUDRAFT_430223	EMIHUscaffold_250:117966-126251	ATP binding	40.7276	33.6999	35.4175	34.4945	32.6082	43.3589	31.8874
XLOC_027902	EMIHUDRAFT_258374	EMIHUscaffold_7550:834-1318	None	11.4686	6.86313	10.9099	10.0658	10.2964	15.0465	10.6714
XLOC_027907	EMIHUDRAFT_372046	EMIHUscaffold_756:13069-13779	None	0.916929	2.52921	1.3873	1.14186	0.99054	1.21711	0.972829
XLOC_022361	-	EMIHUscaffold_57:176376-177345	None	4.05785	1.18446	3.01802	3.72105	2.82282	1.51537	1.47464
