Test_ID	Hit
XLOC_003243	&Togninia minima UCRPA7 putative cell division control protein 2 protein mRNA&Saprolegnia diclina VS20 CMGC/CDK/CDC2 protein kinase mRNA&Ashbya gossypii ATCC 10895 ADR058Cp (AGOS_ADR058C) mRNA, complete cds&Beauveria bassiana ARSEF 2860 Cell division control protein 2 partial mRNA&Chondrus crispus Cyclin-dependent kinase B2-2, CDKB2-2 (CHC_T00008702001) mRNA, complete cds&Salpingoeca sp. ATCC 50818 CMGC/CDK/CDC2 protein kinase (PTSG_03213) mRNA, complete cds&Lachancea thermotolerans CBS 6340 KLTH0E11924p (KLTH0E11924g) mRNA, complete cds&Cordyceps militaris CM01 Cell division control protein 2 (Cyclin-dependent protein kinase) (CCM_04495), partial mRNA&Salpingoeca sp. ATCC 50818 CMGC/CDK/CDC2 protein kinase (PTSG_03214) mRNA, complete cds&Gallus gallus cyclin-dependent kinase 2 (CDK2), mRNA >gi|121544194|gb|EF182713.1| Gallus gallus cyclin dependent kinase 2 (CDK2) mRNA, complete cds
XLOC_028987	&Drosophila mojavensis GI15983 (Dmoj\GI15983), mRNA&Leishmania braziliensis MHOM/BR/75/M2904 putative histone H1 (LBRM_27_1290) mRNA, complete cds&Chlamydomonas reinhardtii vegetative cell wall protein gp1 (GP1) gene, complete cds&Mus musculus adult male colon cDNA, RIKEN full-length enriched library, clone:9030013E13 product:cyclin L, full insert sequence&Verticillium dahliae VdLs.17 eukaryotic translation initiation factor 4E-4 partial mRNA&Batrisodes lineaticollis isolate JPDG196 wingless (wg) gene, partial cds&Neofusicoccum parvum UCRNP2 putative cap binding protein mRNA&Gasterosteus aculeatus clone CGX41-D08 mRNA sequence&Phyllostachys edulis cDNA clone: bphyem204c06, full insert sequence&Drosophila simulans GD20044 (Dsim\GD20044), mRNA
XLOC_005487	&Batrisodes lineaticollis isolate JPDG196 wingless (wg) gene, partial cds&Phyllostachys edulis cDNA clone: bphyem204c06, full insert sequence&Mus musculus ST3 beta-galactoside alpha-2,3-sialyltransferase 2 (St3gal2), mRNA&Mus musculus 0 day neonate eyeball cDNA, RIKEN full-length enriched library, clone:E130314A03 product:sialyltransferase 5, full insert sequence&Mus musculus 12 days embryo embryonic body between diaphragm region and neck cDNA, RIKEN full-length enriched library, clone:9430050G04 product:sialyltransferase 5, full insert sequence&Mus musculus adult male thymus cDNA, RIKEN full-length enriched library, clone:5832443N13 product:sialyltransferase 5, full insert sequence&Mus musculus 0 day neonate head cDNA, RIKEN full-length enriched library, clone:4831440J09 product:sialyltransferase 5, full insert sequence&Mus musculus ST3 beta-galactoside alpha-2,3-sialyltransferase 2, mRNA (cDNA clone MGC:90079 IMAGE:6850583), complete cds
XLOC_030958	
XLOC_018939	
XLOC_002679	
XLOC_045976	
XLOC_006549	&Neofusicoccum parvum UCRNP2 putative peptidoglycan-binding lysin subgroup protein mRNA&Homo sapiens kallikrein-related peptidase 6 (KLK6), RefSeqGene on chromosome 19&Megalobrama amblycephala cardiac muscle troponin T isoform 1 (TNNT2) mRNA, complete cds&Drosophila pseudoobscura pseudoobscura GA23966 (Dpse\GA23966), mRNA&Orangutan rRNA gene internal transcribed spacer 1 (ITS1)&Oryctolagus cuniculus even-skipped homeobox 1 (EVX1), mRNA&Drosophila pseudoobscura pseudoobscura GA23897 (Dpse\GA23897), mRNA
XLOC_030102	&Ostreococcus tauri putative protein kinase p46XlEg22 [Oryza sativa (ISS) (Ot10g01060) mRNA, complete cds&Chlamydomonas reinhardtii strain CC-503 cw92 mt+&Gaeumannomyces graminis var. tritici R3-111a-1 AUR protein kinase mRNA&Ixodes scapularis serine/threonine protein kinase, putative, mRNA&Auxenochlorella protothecoides Serine/threonine-protein kinase Aurora-1 partial mRNA&Auricularia delicata TFB-10046 SS5 kinase-like protein (AURDEDRAFT_151061), partial mRNA&Canis lupus aurora kinase B pseudogene, partial sequence&Synthetic construct Homo sapiens clone ccsbBroadEn_02108 AURKB gene, encodes complete protein >gi|649151405|gb|KJ905373.1| Synthetic construct Homo sapiens clone ccsbBroadEn_14932 AURKB gene, encodes complete protein&Homo sapiens aurora kinase B (AURKB), transcript variant 3, mRNA&Homo sapiens aurora kinase B (AURKB), transcript variant 1, mRNA
XLOC_008766	&Zea mays hypothetical protein (LOC100381686), mRNA >gi|223945218|gb|BT061996.1| Zea mays full-length cDNA clone ZM_BFb0204N21 mRNA, complete cds&Zea mays LOC100277500 (umc2034), mRNA >gi|195643195|gb|EU968948.1| Zea mays clone 325145 hypothetical protein mRNA, complete cds
XLOC_033003	&Micromonas pusilla CCMP1545 flagellar associated protein FAP74 (FAP74), mRNA&Gallus gallus forkhead box O1 (FOXO1), mRNA >gi|5348335|gb|AF114261.1|AF114261 Gallus gallus forkhead protein FKHR (FKHR) mRNA, complete cds&Mus musculus beaded filament structural protein 1, in lens-CP94 (Bfsp1), transcript variant 1, mRNA&Mus musculus 0 day neonate eyeball cDNA, RIKEN full-length enriched library, clone:E130302G17 product:beaded filament structural protein in lens-CP94, full insert sequence&Mus musculus beaded filament structural protein 1, in lens-CP94 (Bfsp1), transcript variant 2, mRNA >gi|34785830|gb|BC057580.1| Mus musculus beaded filament structural protein 1, in lens-CP94, mRNA (cDNA clone MGC:67055 IMAGE:6412634), complete cds&Mus musculus 0 day neonate eyeball cDNA, RIKEN full-length enriched library, clone:E130307L19 product:LENS FIBER CELL BEADED-FILAMENT STRUCTURE PROTEIN homolog [Mus musculus], full insert sequence&Mus musculus mRNA for lens fiber cell beaded-filament structure protein, complete cds&Anopheles gambiae str. PEST AGAP008263-PA (AgaP_AGAP008263) mRNA, complete cds&Guillardia theta CCMP2712 putative amylase, secreted (GUITHDRAFT_118233) mRNA, complete cds&Gallus gallus RAB, member of RAS oncogene family-like 2B (RABL2B), mRNA
XLOC_039137	&Bifidobacterium lactis sucrose-utilizing gene cluster, complete sequence&Acanthamoeba castellanii str. Neff PH domain containing protein (ACA1_007760) mRNA, complete cds
XLOC_007391	&Toxoplasma gondii ME49 splicing factor 3a protein, putative, mRNA&Hammondia hammondi adaptin n terminal region domain-containing protein partial mRNA
XLOC_026784	&Zea mays full-length cDNA clone ZM_BFc0132F15 mRNA, complete cds&Uncultured Rhodothermus sp. clone GPE6YU402HKVUJ genomic sequence&Coccomyxa subellipsoidea C-169 terpenoid synthase (COCSUDRAFT_52062) mRNA, complete cds
XLOC_010749	&Hordeum vulgare clone 604d05_c-100 genomic sequence
XLOC_034478	
XLOC_019740	
XLOC_019261	&Drosophila virilis GJ13880 (Dvir\GJ13880), mRNA&Drosophila persimilis GL14541 (Dper\GL14541), mRNA&Xenopus laevis similar to splicing factor, arginine/serine-rich (transformer 2 Drosophila homolog) 10, mRNA (cDNA clone IMAGE:5571646), partial cds&Xenopus laevis transformer 2 beta homolog (tra2b), mRNA >gi|83318281|gb|BC108873.1| Xenopus laevis similar to splicing factor, arginine/serine-rich (transformer 2 Drosophila homolog) 10, mRNA (cDNA clone MGC:132359 IMAGE:5049402), complete cds
