Test_ID	Hit
XLOC_026108	&Chlamydomonas reinhardtii strain CC-503 cw92 mt+&Anopheles gambiae str. PEST AGAP002504-PA (AgaP_AGAP002504) mRNA, complete cds&Auricularia delicata TFB-10046 SS5 S-adenosyl-L-methionine-dependent methyltransferase (AURDEDRAFT_114706), mRNA&Drosophila virilis GJ16427 (Dvir\GJ16427), mRNA&Coccomyxa subellipsoidea C-169 tRNA-methyltransferase (COCSUDRAFT_15359) mRNA, partial cds&Auxenochlorella protothecoides tRNA (cytosine(34)-C(5))-methyltransferase partial mRNA&Drosophila ananassae GF21493 (Dana\GF21493), mRNA&Bos taurus NOL1/NOP2/Sun domain family, member 2, mRNA (cDNA clone IMAGE:8094734), partial cds&Drosophila mojavensis GI16150 (Dmoj\GI16150), mRNA&Leishmania panamensis tRNA methyltransferase, putative partial mRNA
XLOC_003016	&Auricularia delicata TFB-10046 SS5 cyclohydrolase (AURDEDRAFT_87565), partial mRNA&Saprolegnia diclina VS20 GTP cyclohydrolase II mRNA&Mycobacterium neoaurum strain NwIB-01 inosine-5'-monophosphate dehydrogenase (cds1) gene, partial cds; and IMP dehydrogenase family protein (cds2), cholesterol oxidase (choM1), and catalase KatA (KatA) genes, complete cds&Cladophialophora psammophila CBS 110553 GTP cyclohydrolase II partial mRNA&Capronia epimyces CBS 606.96 GTP cyclohydrolase II partial mRNA&Cladophialophora yegresii CBS 114405 GTP cyclohydrolase II partial mRNA&Capronia coronata CBS 617.96 GTP cyclohydrolase II partial mRNA&Exophiala dermatitidis NIH/UT8656 GTP cyclohydrolase II, variant mRNA&Exophiala dermatitidis NIH/UT8656 GTP cyclohydrolase II mRNA&Neofusicoccum parvum UCRNP2 putative gtp cyclohydrolase ii protein mRNA
XLOC_042735	&Apodolirion cedarbergense 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence&Auxenochlorella protothecoides Ribosome biogenesis protein WDR12-like protein partial mRNA&Pancratium illyricum internal transcribed spacer 1, partial sequence; and 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence&Neospora caninum Liverpool putative WD domain, G-beta repeat-containing protein (NCLIV_043650) mRNA, complete cds&Gethyllis grandiflora voucher Ronsted 470 (C) internal transcribed spacer 1 and 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence&Gethyllis afra voucher Ronsted 355 (C) internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence&Gethyllis verticillata 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence&Gethyllis britteniana 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence
XLOC_045210	&Fonticula alba tRNA(Met) cytidine acetyltransferase mRNA&Saprolegnia diclina VS20 tRNA(Met) cytidine acetyltransferase mRNA&Capsaspora owczarzaki ATCC 30864 N-acetyltransferase 10 partial mRNA&Cordyceps militaris CM01 nucleolar ATPase Kre33, putative (CCM_08156), partial mRNA&Triticum aestivum cDNA, clone: SET3_K10, cultivar: Chinese Spring&Coccomyxa subellipsoidea C-169 DUF699-domain-containing protein (COCSUDRAFT_54801) mRNA, complete cds&Hordeum vulgare subsp. vulgare cDNA clone: FLbaf105b21, mRNA sequence&Auxenochlorella protothecoides N-acetyltransferase 10 partial mRNA&Phytophthora infestans T30-4 N-acetyltransferase 10 (PITG_19671) mRNA, complete cds&Gaeumannomyces graminis var. tritici R3-111a-1 N-acetyltransferase 10 mRNA
XLOC_034783	&Phytophthora capsici clone CBOT81-F09 mRNA sequence
XLOC_021261	&Nectria haematococca mpVI 77-13-4 66S preribosome component MAK16, partial mRNA&Neofusicoccum parvum UCRNP2 putative ribosomal large subunit biogenesis protein mRNA&Beauveria bassiana ARSEF 2860 MAK16 protein, putative partial mRNA&Acanthamoeba castellanii str. Neff maintenance of killer 16 (mak16) protein, putative (ACA1_216450) mRNA, complete cds&Coniophora puteana RWD-64-598 SS2 Mak16 protein mRNA&Gallus gallus finished cDNA, clone ChEST998b20&Gallus gallus finished cDNA, clone ChEST159o19&Capsaspora owczarzaki ATCC 30864 Rbm13-prov protein mRNA&Coccomyxa subellipsoidea C-169 Mak16 protein (COCSUDRAFT_13105) mRNA, complete cds&Schizophyllum commune H4-8 66S preribosome component MAK16, partial mRNA
XLOC_008538	&Isochrysis galbana isolate 13 chloroplast light harvesting protein isoform 3 mRNA, complete cds; nuclear gene for chloroplast product&Isochrysis galbana isolate 6 chloroplast light harvesting protein isoform 4 mRNA, complete cds; nuclear gene for chloroplast product&Isochrysis galbana isolate 1533 chloroplast light harvesting protein isoform 2 mRNA, complete cds; nuclear gene for chloroplast product&Isochrysis galbana isolate 385 chloroplast light harvesting protein isoform 1 mRNA, complete cds; nuclear gene for chloroplast product&Aureococcus anophagefferens putative plastid light harvesting protein isoform 34 (LHC34), partial mRNA&Aureococcus anophagefferens putative plastid light harvesting protein isoform 24 (LHC24), partial mRNA&Leymus secalinus chloroplast chlorophyll a-b binding protein gene, partial cds; nuclear gene for chloroplast product&Phyllostachys edulis cDNA clone: bphylf060b08, full insert sequence&Phyllostachys edulis cDNA clone: bphylf057l23, full insert sequence&Phyllostachys edulis cDNA clone: bphylf058e01, full insert sequence
XLOC_030207	&Gasterosteus aculeatus ATG5 autophagy related 5 homolog (S. cerevisiae) (atg5), mRNA >gi|76150365|emb|AM087007.1| Gasterosteus aculeatus mRNA for autophagy protein 5 (atg5 gene)&Triticum aestivum cDNA, clone: WT005_L21, cultivar: Chinese Spring
XLOC_022771	&Chaetomium thermophilum var. thermophilum DSM 1495 DNA-binding protein hexbp-like protein (CTHT_0063610), partial mRNA
XLOC_021504	&Drosophila ananassae GF19414 (Dana\GF19414), mRNA&Drosophila mojavensis GI16306 (Dmoj\GI16306), mRNA&Drosophila virilis GJ15642 (Dvir\GJ15642), mRNA
XLOC_042522	&Eutypa lata UCREL1 putative snf2 family helicase protein mRNA&Magnaporthe oryzae 70-15 RNP domain-containing protein (MGG_13526) mRNA, complete cds&Zea mays anthocyanin regulatory C1 protein (LOC100285289), mRNA >gi|195648417|gb|EU971559.1| Zea mays clone 367166 anthocyanin regulatory C1 protein mRNA, complete cds&Acanthamoeba castellanii str. Neff SNARE domain containing protein (ACA1_154720) mRNA, complete cds&Ashbya gossypii ATCC 10895 ACR151Wp (AGOS_ACR151W) mRNA, complete cds
XLOC_026691	&Pseudomonas alcaligenes indole oxygenase-like gene, complete sequence; and putative dehydrogenase gene, partial cds
XLOC_006079	&Bouteloua dimorpha specimen-voucher Columbus 3007 Ts2 (Ts2) gene, partial cds&Bouteloua dimorpha specimen-voucher Columbus 2423 Ts2 (Ts2) gene, partial cds&Cyanophora paradoxa mRNA for Rieske iron-sulphur protein (petC-1 gene)
XLOC_037858	&Micromonas pusilla CCMP1545 deoxynucleoside kinase family protein (DRNK), mRNA&Gallus gallus SRY (sex determining region Y)-box 1 (SOX1), mRNA >gi|2947024|dbj|AB011802.1| Gallus gallus mRNA for SOX1, complete cds
XLOC_045465	&Chlamydomonas reinhardtii strain CC-503 cw92 mt+&Leishmania mexicana MHOM/GT/2001/U1103 unnamed protein product (LmxM_34_0540b_1) mRNA, partial cds&Leishmania mexicana MHOM/GT/2001/U1103 unnamed protein product (LmxM_34_0540e_1) mRNA, partial cds&Leishmania mexicana MHOM/GT/2001/U1103 unnamed protein product (LmxM_34_0500a_1) mRNA, partial cds&Leishmania mexicana MHOM/GT/2001/U1103 unnamed protein product (LmxM_34_0520_1) mRNA, partial cds&Leishmania mexicana MHOM/GT/2001/U1103 unnamed protein product (LmxM_34_0520a_1) mRNA, partial cds&Glycine max ethylene-responsive transcription factor 5-like (LOC100816039), mRNA >gi|300487922|gb|HM219231.1| Glycine max ERF protein mRNA, complete cds&Culex quinquefasciatus leucine-rich repeat-containing protein, mRNA
XLOC_016051	&Chlamydomonas reinhardtii strain CC-503 cw92 mt+&Neurospora crassa OR74A nucleolar GTP-binding protein 2 mRNA&Coccomyxa subellipsoidea C-169 P-loop containing nucleoside triphosphate hydrolase protein (COCSUDRAFT_5160) mRNA, partial cds&Auxenochlorella protothecoides Large subunit GTPase 1 partial mRNA&Auricularia delicata TFB-10046 SS5 P-loop containing nucleoside triphosphate hydrolase protein (AURDEDRAFT_151859), mRNA&Beauveria bassiana ARSEF 2860 nucleolar GTP-binding protein partial mRNA&Trichoderma reesei QM6a GTP-binding protein, HSR-1 related (TRIREDRAFT_119898), partial mRNA&Cordyceps militaris CM01 ribosome biogenesis GTPase Lsg1 (CCM_07780), partial mRNA&Capsaspora owczarzaki ATCC 30864 large subunit GTPase mRNA&Acanthamoeba castellanii str. Neff GTPase of unknown function subfamily protein (ACA1_054510) mRNA, complete cds
XLOC_032470	&Micromonas sp. RCC299 chromosome 4 DEAD/DEAH box helicase (MICPUN_58098) mRNA, complete cds&Cordyceps militaris CM01 DEAD/DEAH box helicase, putative (CCM_06386), partial mRNA&Acanthamoeba castellanii str. Neff DEAD/DEAH box helicase domain containing protein (ACA1_110090) mRNA, partial cds&Aspergillus clavatus NRRL 1 dead box ATP-dependent rna helicase (ACLA_048380), partial mRNA&Leishmania braziliensis MHOM/BR/75/M2904 putative ATP-dependent RNA helicase (LBRM_20_1540) mRNA, complete cds&Leishmania mexicana MHOM/GT/2001/U1103 putative nucleolar RNA helicase II (LMXM_05_0140) mRNA, complete cds&Leishmania donovani nucleolar RNA helicase II, putative (LDBPK_050140) mRNA, complete cds&Leishmania infantum JPCM5 putative nucleolar RNA helicase II (LINJ_05_0140) mRNA, complete cds&Leishmania donovani ATP-dependent RNA helicase, putative (LDBPK_322380) mRNA, complete cds&Leishmania major strain Friedlin putative ATP-dependent RNA helicase (LMJF_32_2230) mRNA, complete cds
XLOC_038419	&Aureococcus anophagefferens pyruvate kinase (PYK1), partial mRNA&Aureococcus anophagefferens pyruvate kinase (PYK4), partial mRNA&Punctaria latifolia isolate ASZK-2005299 pyruvate kinase (pk) mRNA, complete cds&Aminobacter aminovorans partial pykA gene for pyruvate kinase, strain DSM 10368&Micromonas sp. RCC299 chromosome 3 pyruvate kinase (MICPUN_56945) mRNA, complete cds&Mesorhizobium amorphae partial pykA gene for pyruvate kinase, strain LMG 18977&Mesorhizobium plurifarium partial pykA gene for pyruvate kinase, strain USDA 3707&Methylobacterium extorquens putative glycerate kinase and pyruvate kinase (pykA) genes, complete cds&Sargassum vachellianum isolate JCXF-2074606 pyruvate kinase (pk) mRNA, complete cds&Undaria pinnatifida isolate FIDQ-2004427 pyruvate kinase (pk) mRNA, complete cds
XLOC_007387	&Aureococcus anophagefferens expressed protein partial mRNA&Z.diploperennis repetitive DNA (clone ZEAH 231)&Z.diploperennis Grande1 gene&Z.diploperennis repetitive DNA (clone ZEAR 270)&Saprolegnia diclina VS20 calcium/proton exchanger partial mRNA&Uncultured bacterium clone pUC7-2 glycosyltransferase gene, complete cds&Uncultured bacterium nirS gene for cytochrome cd1 dissimilatory nitrite reductase, partial cds, clone: W7S-29 >gi|217330340|dbj|AB456951.1| Uncultured bacterium nirS gene for cytochrome cd1 dissimilatory nitrite reductase, partial cds, clone: W7S-45&Uncultured bacterium nirS gene for cytochrome cd1 dissimilatory nitrite reductase, partial cds, clone: W7S-38&Zea mays LOC100281122 (csu270), mRNA >gi|195611899|gb|EU955662.1| Zea mays clone 1541801 ubiquitin-protein ligase mRNA, complete cds&Neurospora crassa OR74A DNA replication initiation factor Cdc45 mRNA
XLOC_010993	&Auxenochlorella protothecoides DNA-directed RNA polymerase I subunit rpa1 partial mRNA&Fonticula alba DNA-directed RNA polymerase I subunit RPA1 mRNA&Fonticula alba DNA-directed RNA polymerase I subunit RPA1, variant partial mRNA&Chlamydomonas reinhardtii strain CC-503 cw92 mt+&Acanthamoeba castellanii str. Neff RNA polymerase Rpb1 protein (ACA1_204120) mRNA, complete cds&Coccomyxa subellipsoidea C-169 beta and beta-prime subunits of DNA dependent RNA-polymerase (COCSUDRAFT_30489) mRNA, complete cds&Capsaspora owczarzaki ATCC 30864 RNA polymerase I largest subunit mRNA&Phytophthora infestans T30-4 DNA-directed RNA polymerase I subunit RPA1, putative (PITG_03855) mRNA, complete cds&Auricularia delicata TFB-10046 SS5 beta and beta-prime subunits of DNA dependent RNA-polymerase (AURDEDRAFT_158172), partial mRNA&Trametes versicolor FP-101664 SS1 beta and beta-prime subunits of DNA dependent RNA-polymerase partial mRNA
XLOC_030354	
XLOC_028408	&Guillardia theta CCMP2712 light-harvesting Chl a protein 9 (Lhcr9) mRNA, complete cds&Guillardia theta mRNA for light harvesting complex protein 9 precursor (lhcp9 gene)
XLOC_043566	&Chlamydomonas reinhardtii flagellar central pair-associated protein (PF6) mRNA, complete cds&Chlamydomonas reinhardtii PF6 protein gene, promoter and complete cds
XLOC_000207	&Sus scrofa mRNA, clone: OVRM10065D11, expressed in ovary&TPA: Mus musculus long non-coding RNA OTTMUST00000016279.2 (RP23-122I3.2 gene), antisense&Mus musculus structural maintenance of chromosomes 2, opposite strand (Smc2os), long non-coding RNA&Myxococcus sp. M1017 gene for polyketide synthase, partial cds, clone: T02ks-06b
XLOC_042292	&Bos taurus tRNA methyltransferase 1 homolog (S. cerevisiae) (TRMT1), mRNA&Mus musculus tRNA methyltransferase 1 (Trmt1), transcript variant 1, mRNA&Mus musculus tRNA methyltransferase 1 (Trmt1), transcript variant 3, mRNA&Mus musculus tRNA methyltransferase 1 (Trmt1), transcript variant 2, mRNA&Bos taurus TRM1 tRNA methyltransferase 1 homolog (S. cerevisiae), mRNA (cDNA clone IMAGE:8094176), partial cds&Mus musculus NOD-derived CD11c +ve dendritic cells cDNA, RIKEN full-length enriched library, clone:F630217D09 product:similar to N2,N2-dimethylguanosine tRNA methyltransferase [Homo sapiens], full insert sequence&Mus musculus NOD-derived CD11c +ve dendritic cells cDNA, RIKEN full-length enriched library, clone:F630102M09 product:similar to N2,N2-dimethylguanosine tRNA methyltransferase [Homo sapiens], full insert sequence&Mus musculus osteoclast-like cell cDNA, RIKEN full-length enriched library, clone:I420020J24 product:similar to N2,N2-dimethylguanosine tRNA methyltransferase [Homo sapiens], full insert sequence&Mus musculus 13 days embryo heart cDNA, RIKEN full-length enriched library, clone:D330041C10 product:similar to Probable N(2),N(2)-dimethylguanosine tRNA methyltransferase (EC 2.1.1.32) (tRNA(guanine-26,N(2)-N(2)) methyltransferase) (tRNA 2,2-dimethylguanosine-26 methyltransferase) (tRNA(m(2,2)G26)dimethyltransferase) [Homo sapiens], full insert sequence&Mus musculus 12 days embryo male wolffian duct includes surrounding region cDNA, RIKEN full-length enriched library, clone:6720406L13 product:inferred: PROBABLE N2,N2-DIMETHYLGUANOSINE TRNA METHYLTRANSFERASE (EC 2.1.1.32) (TRNA(GUANINE-26,N2-N2) METHYL, full insert sequence
XLOC_001738	&Nocardia brasiliensis genes for putative acyl-carrier protein, putative non-ribosomal peptide synthetase, complete cds, strain: IFM 10847
XLOC_006550	&Isochrysis galbana isolate 1478 chloroplast light harvesting protein isoform 12 mRNA, complete cds; nuclear gene for chloroplast product&Aureococcus anophagefferens putative plastid light harvesting protein isoform 33 (LHC33), mRNA&Aureococcus anophagefferens putative plastid light harvesting protein isoform 51 (LHC51), mRNA&Nannochloropsis gaditana CCMP526 light-harvesting protein (NGA_0453601) mRNA, complete cds&Griffithsia japonica isolate Gj411 light-harvest protein mRNA, partial cds&Isochrysis galbana isolate 5 chloroplast light harvesting protein isoform 14 mRNA, complete cds; nuclear gene for chloroplast product&Zea mays light harvesting chlorophyll a/b binding protein3 (lhcb3), mRNA >gi|22354|emb|X55892.1| Zea mays L. mRNA for light-harvesting chlorophyll a/b binding protein&Chlamydomonas incerta light-harvesting chlorophyll-a/b binding protein Lhca2 mRNA, partial cds&Zea mays full-length cDNA clone ZM_BFc0061C24 mRNA, complete cds&Zea mays full-length cDNA clone ZM_BFc0174N14 mRNA, complete cds
XLOC_010513	
XLOC_041284	&Zea mays xylanase inhibitor protein 1 (LOC100285336), mRNA >gi|195649134|gb|EU971917.1| Zea mays clone 372346 xylanase inhibitor protein 1 precursor, mRNA, complete cds
XLOC_026568	&Cervid herpesvirus 2 isolate 1 glycoprotein E gene, partial cds >gi|260108301|gb|FJ917367.1| Cervid herpesvirus 2 isolate 2 glycoprotein E gene, partial cds >gi|260108303|gb|FJ917368.1| Cervid herpesvirus 2 isolate 3 glycoprotein E gene, partial cds >gi|262480273|gb|GQ118968.1| Cervid herpesvirus 2 isolate Norway 4 glycoprotein E (US8) gene, partial cds&Cervid herpesvirus 2 strain Salla 82 glycoprotein E (US8) gene, partial cds&Phanerochaete carnosa HHB-10118-sp carbohydrate esterase family 4 protein (PHACADRAFT_249241), mRNA
XLOC_018484	&Drosophila melanogaster no circadian temperature entrainment (nocte), transcript variant A, mRNA&Drosophila melanogaster no circadian temperature entrainment (nocte), transcript variant C, mRNA&Drosophila melanogaster no circadian temperature entrainment (nocte), transcript variant B, mRNA&Drosophila melanogaster no circadian temperature entrainment (nocte), transcript variant D, mRNA&Drosophila sechellia GM11311 (Dsec\GM11311), mRNA&Drosophila melanogaster LP18708 full insert cDNA&Drosophila melanogaster SD10723 full insert cDNA
XLOC_035952	&Chlamydomonas reinhardtii nucleolar protein, component of the U3 processome (UTP1) mRNA, complete cds&Chlamydomonas reinhardtii unknown mRNA&Auxenochlorella protothecoides Periodic tryptophan protein 2-like protein partial mRNA&Gloeophyllum trabeum ATCC 11539 WD40 repeat-like protein partial mRNA&Acanthamoeba castellanii str. Neff periodic tryptophan protein 2, putative (ACA1_065980) mRNA, complete cds&Trametes versicolor FP-101664 SS1 WD40 repeat-like protein mRNA&Verticillium dahliae VdLs.17 periodic tryptophan protein partial mRNA&Auricularia delicata TFB-10046 SS5 putative WD repeat protein (AURDEDRAFT_187329), partial mRNA&Coniophora puteana RWD-64-598 SS2 WD40 repeat-like protein partial mRNA&Yarrowia lipolytica YALI0B01078p (YALI0B01078g) mRNA, complete cds
XLOC_017391	&Auricularia delicata TFB-10046 SS5 WD40 repeat-like protein (AURDEDRAFT_156610), partial mRNA&Auxenochlorella protothecoides Nucleolar protein 10 partial mRNA&Zea mays full-length cDNA clone ZM_BFb0185D07 mRNA, complete cds&Zea mays nucleolar protein 10 (LOC100285973), mRNA >gi|195655252|gb|EU974976.1| Zea mays clone 462078 nucleolar protein 10 mRNA, complete cds&Zea mays CL61016_1 mRNA sequence&Boehmeria nivea NAC domain-containing protein (NAC23) mRNA, complete cds&Lachancea thermotolerans CBS 6340 KLTH0H09130p (KLTH0H09130g) mRNA, complete cds&Ashbya gossypii ATCC 10895 AFR468Wp (AGOS_AFR468W) mRNA, complete cds&Schizosaccharomyces japonicus yFS275 rRNA processing protein Enp2 mRNA
XLOC_038973	&Uncultured organism clone 6A3 nitrilase (BD7050) gene, complete cds
XLOC_033947	&Volvox carteri f. nagariensis mRNA for pherophorin-dz1 protein&Volvox carteri f. nagariensis extracellular matrix glycoprotein pherophorin-S (phS), mRNA&V.carteri mRNA for pherophorin-S&Volvox carteri f. nagariensis extracellular matrix glycoprotein pherophorin-V9 (phV9), mRNA&Volvox carteri f. nagariensis extracellular matrix glycoprotein pherophorin-V32 (phV32), mRNA&Volvox carteri f. nagariensis SEF5 mRNA for pherophorin, complete cds, strain:HK10&Volvox carteri f. nagariensis extracellular matrix glycoprotein pherophorin-V40 (phV40), mRNA&Ostreococcus lucimarinus CCE9901 RND family transporter: Dispatched segment polarity protein (cholesterol release) (OSTLU_33000) mRNA, complete cds&Chlamydomonas reinhardtii strain CC-503 cw92 mt+&Zea mays clone 305238 mRNA sequence
XLOC_009074	&Drosophila ananassae ruby-like (Dana\ruby-like), mRNA&Drosophila ananassae mRNA for ruby-like protein, complete cds
XLOC_033071	
XLOC_020148	&Leishmania mexicana MHOM/GT/2001/U1103 ribosomal RNA adenine dimethylase family protein,putative (LMXM_29_0210) mRNA, complete cds&Leishmania donovani ribosomal RNA adenine dimethylase family protein, putative (LDBPK_300210) mRNA, complete cds&Leishmania infantum JPCM5 putative ribosomal RNA adenine dimethylase family protein (LINJ_30_0210) mRNA, complete cds&Leishmania major strain Friedlin putative ribosomal RNA adenine dimethylase family protein (LMJF_30_0210) mRNA, complete cds&Phytophthora sojae putative dimethyladenosine transferase partial mRNA&Trypanosoma cruzi strain CL Brener ribosomal RNA adenine dimethylase family protein partial mRNA&Saprolegnia diclina VS20 16S rRNA (-N6/-N6)-dimethyltransferase partial mRNA&Saprolegnia diclina VS20 16S rRNA (-N6/-N6)-dimethyltransferase partial mRNA&Trypanosoma cruzi strain CL Brener ribosomal RNA adenine dimethylase family protein partial mRNA&Aphanomyces astaci dimethyladenosine transferase mRNA
XLOC_012563	
XLOC_041400	&Xenopus tropicalis keratin 5, gene 4, mRNA (cDNA clone MGC:185466 IMAGE:7868594), complete cds&Xenopus (Silurana) tropicalis keratin 5, gene 4 (krt5.4), mRNA >gi|49522415|gb|BC075443.1| Xenopus tropicalis keratin 5, gene 4, mRNA (cDNA clone MGC:89220 IMAGE:7017573), complete cds&Coniophora puteana RWD-64-598 SS2 NAD(P)-binding protein mRNA&Heliconius erato glycine rich protein (glyR) mRNA, partial cds&Auricularia delicata TFB-10046 SS5 RNA-binding domain-containing protein (AURDEDRAFT_49579), partial mRNA&Homo sapiens homeodomain interacting protein kinase 2 (HIPK2), transcript variant 1, mRNA&Homo sapiens homeodomain interacting protein kinase 2 (HIPK2), transcript variant 2, mRNA&Homo sapiens genomic sequence surrounding NotI site, clone NL1-FN19C&Volvox carteri f. nagariensis molecular chaperone (dnj3), mRNA&Rattus norvegicus YT521 mRNA for RNA splicing-related protein, complete cds
XLOC_032803	&Uncultured haptophyte clone G0Esp_6_26 18S ribosomal RNA gene, partial sequence&Isochrysis galbana voucher RH/Ig3 18S ribosomal RNA gene, partial sequence&Isochrysis galbana strain Ifremer-Argenton98 18S ribosomal RNA gene, partial sequence >gi|377648552|gb|JF489945.1| Isochrysis galbana isolate IgalbanaIII 18S ribosomal RNA gene, partial sequence&Isochrysis galbana strain CCMP1324 18S ribosomal RNA gene, partial sequence >gi|377648553|gb|JF489946.1| Isochrysis galbana isolate IgalbanaIV 18S ribosomal RNA gene, partial sequence&Isochrysis sp. Tun08 18S ribosomal RNA gene, partial sequence&Uncultured marine haptophyte clone Biosope_T33.008 18S ribosomal RNA gene, partial sequence&Unidentified prymnesiophyte clone OLI26041 18S ribosomal RNA gene, complete sequence&Unidentified prymnesiophyte clone OLI51050 18S ribosomal RNA gene, complete sequence&Coccolithus pelagicus 18S rRNA gene, strain PLY 182g&Chrysochromulina campanulifera 18S rRNA gene, strain J10
XLOC_022695	&Micromonas pusilla CCMP1545 g2-like myb-family transcription factor, mRNA&Salpingoeca sp. ATCC 50818 dynein (PTSG_09935) mRNA, complete cds&Drosophila persimilis GL17190 (Dper\GL17190), mRNA&Leishmania braziliensis MHOM/BR/75/M2904 proteophosphoglycan ppg4 (LBRM_34_0540) mRNA, complete cds&Micromonas pusilla CCMP1545 SNF2 super family, mRNA&Aplysina aerophoba bacterial symbiont clone pAE27P20, complete sequence&Aspergillus clavatus NRRL 1 tRNA-specific adenosine-34 deaminase subunit Tad3, putative (ACLA_027500), partial mRNA&Streptomyces ansochromogenes clone terp5 metabolite biosynthetic gene cluster, complete sequence&Anopheles gambiae str. PEST AGAP012973-PA (AgaP_AGAP012973) mRNA, complete cds&Rattus norvegicus TL0AEA15YO11 mRNA sequence
XLOC_037471	&Aureococcus anophagefferens putative plastid light harvesting protein isoform 20 (LHC20), partial mRNA&Aureococcus anophagefferens putative plastid light harvesting protein isoform 62 (LHC62), partial mRNA&Aureococcus anophagefferens putative plastid light harvesting protein isoform 56 (LHC56), mRNA&Aureococcus anophagefferens putative plastid light harvesting protein isoform 1 (LHC1), partial mRNA&Aureococcus anophagefferens putative plastid light harvesting protein isoform 14 (LHC14), partial mRNA&Isochrysis galbana isolate 35 chloroplast light harvesting protein isoform 7 mRNA, complete cds; nuclear gene for chloroplast product&Aureococcus anophagefferens putative plastid light harvesting protein isoform 30 (LHC30), partial mRNA&Aureococcus anophagefferens putative plastid light harvesting protein isoform 24 (LHC24), partial mRNA&Aureococcus anophagefferens putative plastid light harvesting protein isoform 44 (LHC44), partial mRNA&Aureococcus anophagefferens putative plastid light harvesting protein isoform 45 (LHC45), partial mRNA
XLOC_014601	&Mus musculus adhesion molecule ninjurin gene, complete cds
XLOC_025301	
XLOC_025515	&Cambaroides similis clone CS-6 microsatellite sequence&Metarhizium acridum CQMa 102 ubiquinol-cytochrome c reductase complex 17 kd protein partial mRNA&Marssonina brunnea f. sp. 'multigermtubi' MB_m1 putative CFEM domain-containing protein (MBM_02782), mRNA&Osmerus eperlanus early growth response 1 (EGR1) gene, partial cds&Hippocampus trimaculatus clone HT38 microsatellite sequence&Zea mays uncharacterized LOC100275382 (LOC100275382), mRNA >gi|195611723|gb|EU955574.1| Zea mays clone 1537438 hypothetical protein mRNA, complete cds&Sus scrofa clone KVL9721 microsatellite sequence&Gallus gallus finished cDNA, clone ChEST126g15&Gallus gallus zinc-finger transcription factor KROX20 (KROX20) gene, complete cds&Mus musculus PAX4 (Pax4) gene, exons 1, 2, and 3 and partial cds
XLOC_044569	&Aquincola tertiaricarbonis strain L108 photosynthesis gene cluster, complete sequence&Zea mays LOC100284833 (PCO127444), mRNA >gi|195644981|gb|EU969841.1| Zea mays clone 336323 homeobox protein HD1 mRNA, complete cds&Rattus norvegicus GATA binding protein 6 (Gata6), mRNA >gi|1226045|gb|L22760.1|RATGATGT1X Rat DNA binding protein (GATA-GT1) mRNA, complete cds&Chlorella variabilis strain NC64A PII protein (GLB1) gene, complete cds&Chlamydomonas reinhardtii histone methyltransferase (SET3) mRNA, complete cds&Chlamydomonas reinhardtii Set3p (Set3) mRNA, complete cds&Lethenteron camtschaticum LjNkx2.2 mRNA for Nkx2.2 homologue protein, partial cds&Aphaenogaster tennesseensis isolate 3772aph ultra conserved element locus uce-243 genomic sequence&Fonticula alba CMGC/CLK protein kinase partial mRNA&Anopheles gambiae str. PEST AGAP003145-PA (AgaP_AGAP003145) mRNA, complete cds
XLOC_017966	&Columba livia bone morphogenetic protein 7 (BMP7) mRNA, partial cds&Streptomyces sp. 4-4a AHBA biosynthetic gene cluster, partial sequence&Micromonas pusilla CCMP1545 DNA helicase/exonuclease (REX), mRNA&Gaeumannomyces graminis var. tritici R3-111a-1 SNARE domain-containing protein mRNA&Bombyx mori mRNA, clone: fprW09J24
XLOC_010188	&Isochrysis galbana isolate 1517 chloroplast light harvesting protein isoform 5 mRNA, complete cds; nuclear gene for chloroplast product&Aureococcus anophagefferens putative plastid light harvesting protein isoform 39 (LHC39), mRNA&Aureococcus anophagefferens putative plastid light harvesting protein isoform 62 (LHC62), partial mRNA&Aureococcus anophagefferens putative plastid light harvesting protein isoform 45 (LHC45), partial mRNA&Aureococcus anophagefferens putative plastid light harvesting protein isoform 17 (LHC17), partial mRNA&Aureococcus anophagefferens putative plastid light harvesting protein isoform 40 (LHC40), partial mRNA&Aureococcus anophagefferens putative plastid light harvesting protein isoform 56 (LHC56), mRNA&Aureococcus anophagefferens putative plastid light harvesting protein isoform 20 (LHC20), partial mRNA&Aureococcus anophagefferens putative plastid light harvesting protein isoform 2 (LHC2), partial mRNA&Aureococcus anophagefferens putative plastid light harvesting protein isoform 21 (LHC21), mRNA
XLOC_021955	&Gloeophyllum trabeum ATCC 11539 mitochondrial amino-acid acetyltransferase partial mRNA
